# fmn API schema — the AUTHORED layer (fm-vn6, plan §16.2 / §16.1)
#
# API_SCHEMA.tsv is extracted from the pinned Reference and regenerated by
# scripts/gen_api_schema.py; this file is its human-maintained companion and
# is EDITED BY HAND. Keeping them apart is the point: regenerating the
# bootstrap must never silently discard a ruling, and authoring a ruling must
# never require re-deriving 2276 rows of Reference surface.
#
# The effective schema is the two merged. fmn_conformance::schema is the
# reader; every generator consumes the merged form, so a row added here
# changes generated code and fails the drift gate until the code is
# regenerated. That is the mechanism behind "drift between the front doors is
# a build error" (§16.2).
#
# Section-tagged, tab-separated, std-parseable — no TOML/YAML/JSON dependency
# anywhere in the reader (the SUITE.lock doctrine).

[meta]
overlay_version	1
ledger_reviewed_digest	44dff7ad5943d2a58121c5e6d755142996e7e23052a9c2da8cc04add8659a7fc

# ---------------------------------------------------------------------------
# [canonical] — Appendix C ruling C-9: public-surface typos.
#
# "canonical names in the schema; exact-name aliases in fmn-python". The Rust
# front door and the docs use the canonical name and ONLY the canonical name;
# fmn-python binds BOTH, so a source-unedited manim scene calling
# `mob.add_event_listner(...)` keeps working while new code reads correctly.
# The alias is never deprecated away: it is the Reference's public surface and
# the product contract is API compatibility (AGENTS.md "Backwards
# Compatibility" names the manim surface as a standing exception to the
# no-shims rule).
#
# The plan's C-9 row names three examples. The extracted schema shows the real
# extent is 26 symbols and 2 parameters — `listner` is systematic across the
# whole event surface, not a one-off. Every one is listed; the count is the
# point, since a partial rename would be worse than none.
#
# reference_symbol	canonical_name	ruling	note
[canonical]
manimlib.event_handler.event_dispatcher:EventDispatcher.add_listner	add_listener	C-9	-
window.full_screen	same	crates/fmn-config/src/generated.rs	crates/fmn-config/tests/config.rs	controls whether preview window opens in full screen mode
window.monitor_index	same	crates/fmn-config/src/generated.rs	crates/fmn-config/tests/config.rs	specifies target display monitor index for window placement
window.position	same	crates/fmn-config/src/generated.rs	crates/fmn-config/tests/config.rs	specifies optional (x, y) screen pixel coordinates for window
window.position_string	same	crates/fmn-config/src/generated.rs	crates/fmn-config/tests/config.rs	specifies mnemonic screen position string for window placement
window.size	same	crates/fmn-config/src/generated.rs	crates/fmn-config/tests/config.rs	specifies optional (width, height) preview window dimensions

# ---------------------------------------------------------------------------
# [out_of_tier] — the honest fringe (§16.6).
#
# Every tiered or excluded Ledger row cites one stable identity below. A row
# is not merely a list of omissions: it records why the boundary is deliberate
# and the concrete evidence or demand that reopens it.
#
# id	surface	status	rationale	revisit_trigger
[out_of_tier]
OOT-ARBITRARY-GLSL	custom shader folders and set_color_by_code	excluded	Arbitrary GLSL is outside the semantic compatibility claim and would bypass Lumen's governed renderer	A G4a allowlisted scene needs behavior no audited native adapter can express and OQ-8 is reopened by ADR
OOT-CFF-CFF2	CFF and CFF2 user-font outlines	tiered	The bundled sovereign faces use glyf outlines; accepting another hostile font program needs upstream parser and fuzz coverage	Corpus-ranked demand plus an upstream fmd-font decoder with resource-budget and malformed-font Gauntlet evidence
OOT-CLI-AUTORELOAD	--autoreload	tiered	Live reload is re-specified as supervised Studio worker restart and replay rather than in-process module mutation	A source-compatible G4a scene requires Reference reload behavior that supervisor replay cannot preserve
OOT-CLI-EMBED	-e,--embed	tiered	Embed points exist through fmn-python or a Studio breakpoint, not as a native interpreter inside the Rust front door	A G4a scene uses embed semantics that neither fmn-python nor the Studio breakpoint can carry source-unedited
OOT-COMPLEX-SCRIPT	complex-script shaping, bidi, and mark positioning	tiered	Latin, Greek, Cyrillic, and mathematics are first-class; complex shaping needs a larger upstream text contract	A corpus or supported user workflow requires Arabic, Indic, or bidi layout and fmd-font has fixture-backed shaping support
OOT-EXOTIC-MEDIA-MESH	exotic image, media, and mesh formats	tiered	Owned native codecs and the OBJ subset cover the governed core; other media routes through the one ffmpeg boundary where applicable	A corpus-ranked format cannot use the declared native set or ffmpeg capability and has an owned bounded-parser design
OOT-IMAGE-ASSET-INPUT	ImageMobject input acquisition and decode	tiered	Local PNG and JPEG are native; implicit URL downloads are replaced by the host AssetFetcher boundary and other PIL formats have no silent substitute	A corpus-ranked input requires a host-wired AssetFetcher or an owned budgeted decoder with malformed-input Gauntlet evidence
OOT-LEAKED-EARCUT-IMPORT	mapbox_earcut leaked import on utils.space_ops	excluded	The Reference triangulator import is replaced by Chisel's dependency-free earclip; the leaked mapbox name is not part of manimlib's public API surface	None; sovereign earclip_triangulation is authoritative
OOT-LEAKED-PATHOPS-IMPORT	pathops module-level leaked import	excluded	Third-party skia-pathops dependency is not part of manimlib's public API surface	None; sovereign curve-boolean pipeline is authoritative
OOT-LEAKED-PIL-IMPORT	leaked PIL/Pillow Image symbol imported into camera module namespace	excluded	Pillow dependency is not part of manimlib's public API surface	None; native image codec pipeline is authoritative
OOT-LEAKED-SCIPY-IMPORT	leaked scipy/numpy symbols imported into module namespaces	excluded	Upstream module namespaces leaked foreign library imports that do not belong to manimlib's public API surface	A scene explicitly depends on the leaked symbol and it is bound to the appropriate FrankenSuite crate
OOT-LEAKED-SPACEOPS-STDLIB	functools.reduce and operator-as-op leaked into utils.space_ops	excluded	Those stdlib aliases are incidental Reference imports, not the public space_ops function surface	A scene imports reduce or op from manimlib.utils.space_ops rather than from functools/operator
OOT-LEAKED-SURFACE-IMPORTS	logging pywavefront and trimesh leaked into types.surface	excluded	Third-party mesh loaders and incidental stdlib logging are not part of manimlib's public surface; Atlas owns the OBJ subset	None; native ThreeDModel parser is authoritative
OOT-MATPLOTLIB-COLORMAPS	matplotlib named colormap tables	tiered	The bundled 3b1b colormap and caller-provided color-map functions are supported without importing matplotlib into the sovereign wheel	A corpus-ranked scene requires another named map and its audited immutable table is added to fmn-core with fixture-backed interpolation evidence
OOT-MODERNGL-SHADER-SURFACE	ShaderWrapper VShaderWrapper and utils.shaders program surface	excluded	The Reference moderngl program pipeline is the refused GPU dependency; Lumen owns rasterization and analytic coverage replaces every shader path	A G4a allowlisted scene needs shader-program behavior no audited native adapter can express and OQ-8 is reopened by ADR
OOT-PARTIAL-MOVIE-PIPES	SceneFileWriter partial movie pipes	tiered	The disabled branch stays the exact silent no-op; subdivide_output segmentation is owned by the native Reel boundary, never a Python-side ffmpeg pipe	A corpus-ranked scene requires per-animation partial files and the negotiated ffmpeg boundary v2 exposes a segmentation mode
OOT-PRISMIFY-FAMILY	Prismify over VMobject families	tiered	The native extrusion consumes one live point buffer; silently flattening or discarding child geometry would corrupt source-unedited group semantics	Marionette exposes a bounded identity-preserving family-value extraction contract and the portal proves nested extrusion topology
OOT-PYGLET-WINDOW-KEYS	PygletWindowKeys leaked key namespace	excluded	pyglet is the refused GUI dependency; the portal binds each pinned key constant individually instead of the window-key class	A host integration needs a key symbol outside the individually bound pinned constants, or Studio defines its own key-surface adapter
OOT-SCENE-PROGRESS-DISPLAY	ProgressDisplay rendered progress bars	tiered	The headless portal keeps the full consumption protocol (decoration iteration context) live while on-screen bar rendering awaits a host presentation surface; Studio owns interactive presentation	A corpus-ranked scene requires headless progress semantics or the Studio TUI binds a host progress surface
OOT-SKIAPATH-INTERNAL	skia-pathops internal conversion helpers (_convert_skia_path_to_vmobject, _convert_vmobject_to_skia_path)	excluded	The Reference skia-pathops C extension is replaced by Chisel's sovereign curve-boolean pipeline	None; sovereign curve-boolean pipeline is authoritative
OOT-SVGELEMENTS-PARSER	svgelements object interop on the svg seams (mobjects_from_svg dispatch and raw transform-string parsing)	tiered	The Reference's third-party parser is deliberately unshipped; Chisel's hardened native processor owns document parsing end to end, and the exposed seams accept duck-typed attribute protocols instead	User files whose SVG features only svgelements accepts need named refusals from the native parser, or a corpus-ranked demand for direct se-object interop with fuzz evidence
OOT-TEXTURE-PAIR	light/dark TexturedSurface texture pair retention	tiered	Marionette cannot yet retain a light/dark texture pair without collapsing the sampled UV grid into an ImageQuad	Marionette exposes a bounded dual-texture surface record layout with fixture-backed light/dark pairing that preserves grid topology
OOT-USE-WINDING-FILL	VMobject.use_winding_fill	excluded	The Reference flag is a documented no-op and analytic nonzero winding has no alternate earclip mode	Pinned-Reference evidence shows observable semantics beyond the accepted no-op
OOT-VARIABLE-FONTS	variable-font axes and color glyphs	tiered	Bundled static OFL faces keep certified layout closed while variation and color tables remain outside fmd-font's audited surface	Corpus-ranked demand plus upstream bounded parsing and cross-platform layout fixtures

# ---------------------------------------------------------------------------
# [status] — the §16.1 semantic tier, per symbol.
#
# Vocabulary: same | improved | tiered | excluded | unreviewed.
# `improved` carries a Behavior Note; `tiered` and `excluded` carry an
# out-of-tier identity. Every reviewed row names executed tests and a concise
# semantic note. Anything absent from this section reads as `unreviewed` — the
# honest default across the 2276-symbol census, and the number the Parity
# Ledger (fm-iz4) ratchets down over the program.
#
# Seeded here with the rulings that already exist in Appendix C and the
# Behavior Notes, so the mechanism is exercised by real rows rather than by a
# placeholder.
#
# symbol	status	evidence	tests	notes
[status]
manimlib.animation.animation:Animation	same	crates/fmn-anim/src/animation.rs	crates/fmn-anim/tests/animation.rs	is the base Animation trait and class defining the begin, interpolate, finish, and clean_up lifecycle
manimlib.animation.animation:Animation.__init__	same	crates/fmn-anim/src/animation.rs	crates/fmn-anim/tests/animation.rs	initializes the animation with mobject, run_time, rate_func, time_span, lag_ratio, remover, and suspend_mobject_updating
manimlib.animation.animation:Animation.begin	same	crates/fmn-anim/src/animation.rs	crates/fmn-anim/tests/animation.rs	initializes starting mobjects, locks data, and evaluates the initial zero-alpha sample
manimlib.animation.animation:Animation.clean_up_from_scene	same	crates/fmn-anim/src/animation.rs	crates/fmn-anim/tests/animation.rs	removes the mobject from the scene if is_remover evaluates to true
manimlib.animation.animation:Animation.copy	same	crates/fmn-anim/src/animation.rs	crates/fmn-anim/tests/animation.rs	produces a shallow copy of the animation instance
manimlib.animation.animation:Animation.create_starting_mobject	same	crates/fmn-anim/src/animation.rs	crates/fmn-anim/tests/animation.rs	creates the initial frozen starting copy of the target mobject family
manimlib.animation.animation:Animation.finish	same	crates/fmn-anim/src/animation.rs	crates/fmn-anim/tests/animation.rs	evaluates final_alpha_value and cleans up animating status on the target family
manimlib.animation.animation:Animation.get_all_families_zipped	same	crates/fmn-anim/src/animation.rs	crates/fmn-anim/tests/animation.rs	returns the structural pairing of submobject families between starting and target mobjects
manimlib.animation.animation:Animation.get_all_mobjects	same	crates/fmn-anim/src/animation.rs	crates/fmn-anim/tests/animation.rs	returns all mobjects actively animated by this instance
manimlib.animation.animation:Animation.get_all_mobjects_to_update	same	crates/fmn-anim/src/animation.rs	crates/fmn-anim/tests/animation.rs	returns the family members that require live updater execution during animation
manimlib.animation.animation:Animation.get_rate_func	same	crates/fmn-anim/src/animation.rs	crates/fmn-anim/tests/animation.rs	returns the rate function mapping normalized time to progression alpha
manimlib.animation.animation:Animation.get_run_time	same	crates/fmn-anim/src/animation.rs	crates/fmn-anim/tests/animation.rs	returns the effective duration in seconds accounting for time_span limits
manimlib.animation.animation:Animation.get_sub_alpha	same	crates/fmn-anim/src/animation.rs	crates/fmn-anim/tests/animation.rs	computes the staggered alpha for a submobject at index over total with lag_ratio
manimlib.animation.animation:Animation.interpolate	same	crates/fmn-anim/src/animation.rs	crates/fmn-anim/tests/animation.rs	evaluates interpolate_mobject with the provided fractional progress alpha
manimlib.animation.animation:Animation.interpolate_mobject	same	crates/fmn-anim/src/animation.rs	crates/fmn-anim/tests/animation.rs	drives per-submobject interpolation across the family hierarchy
manimlib.animation.animation:Animation.interpolate_submobject	same	crates/fmn-anim/src/animation.rs	crates/fmn-anim/tests/animation.rs	interpolates one paired submobject record slice from starting to target
manimlib.animation.animation:Animation.is_remover	same	crates/fmn-anim/src/animation.rs	crates/fmn-anim/tests/animation.rs	returns whether the animated mobject is removed from the scene on finish
manimlib.animation.animation:Animation.set_name	same	crates/fmn-anim/src/animation.rs	crates/fmn-anim/tests/animation.rs	sets the human-readable identifier of the animation
manimlib.animation.animation:Animation.set_rate_func	same	crates/fmn-anim/src/animation.rs	crates/fmn-anim/tests/animation.rs	replaces the progression rate function
manimlib.animation.animation:Animation.set_run_time	same	crates/fmn-anim/src/animation.rs	crates/fmn-anim/tests/animation.rs	updates the total run time duration in seconds
manimlib.animation.animation:Animation.time_spanned_alpha	same	crates/fmn-anim/src/animation.rs	crates/fmn-anim/tests/animation.rs	re-windows raw segment alpha into the declared time_span window
manimlib.animation.animation:Animation.update	same	crates/fmn-anim/src/animation.rs	crates/fmn-anim/tests/animation.rs	advances animation state to the given progression alpha
manimlib.animation.animation:Animation.update_mobjects	same	crates/fmn-anim/src/animation.rs	crates/fmn-anim/tests/animation.rs	ticks step-one mobject updaters with elapsed dt
manimlib.animation.animation:Animation.update_rate_info	same	crates/fmn-anim/src/animation.rs	crates/fmn-anim/tests/animation.rs	updates rate_func, run_time, and lag_ratio parameters
manimlib.animation.animation:DEFAULT_ANIMATION_LAG_RATIO	same	crates/fmn-anim/src/animation.rs	crates/fmn-anim/tests/animation.rs	defines the default 0.0 lag ratio for animation submobjects
manimlib.animation.animation:DEFAULT_ANIMATION_RUN_TIME	same	crates/fmn-anim/src/animation.rs	crates/fmn-anim/tests/animation.rs	defines the default 1.0 second animation duration
manimlib.animation.animation:annotations	same	scripts/manim_ref/manimlib/animation/animation.py	crates/fmn-python/tests/bridge.py	is a module-internal import bound in the Python module namespace
manimlib.animation.animation:deepcopy	same	scripts/manim_ref/manimlib/animation/animation.py	crates/fmn-python/tests/bridge.py	is a module-internal import bound in the Python module namespace
manimlib.animation.animation:prepare_animation	same	crates/fmn-anim/src/animation.rs	crates/fmn-anim/tests/animation.rs	converts an Animation, method animation, or .animate builder into an executable animation
manimlib.animation.composition:AnimationGroup	same	crates/fmn-anim/src/composition.rs	crates/fmn-anim/tests/composition.rs	composes multiple animations into a single concurrent timeline with staggered lag
manimlib.animation.composition:AnimationGroup.__init__	same	crates/fmn-anim/src/composition.rs	crates/fmn-anim/tests/composition.rs	initializes the composite animation group with child animations and lag parameters
manimlib.animation.composition:AnimationGroup.begin	same	crates/fmn-anim/src/composition.rs	crates/fmn-anim/tests/composition.rs	computes child timeline windows and initializes active starting animations
